Mls.MLS Freq	Mls.Ch.1 Ampl 	Mls.Ch.1 Phase
Source 1	Data 1	Data 2
Hz	dBV	deg
636.7448138	-22.2526729	-148.7988281
645.4108438	-22.39439058	-148.6669922
654.1948176	-22.48497612	-148.2275391
663.0983403	-22.47285725	-147.3925781
672.123039	-22.38043451	-147.2607422
681.2705629	-22.25990279	-147.6123047
690.5425836	-22.14634822	-148.4472656
699.9407956	-22.07026549	-150.0732422
709.4669162	-22.06588104	-150.6445313
719.1226864	-22.09881847	-152.1386719
728.9098706	-22.26662893	-154.3359375
738.8302573	-22.59057967	-156.2695313
748.8856594	-22.99045572	-157.4121094
759.0779145	-23.57066585	-157.5439453
769.4088851	-24.19751731	-156.0058594
779.8804592	-24.73172338	-152.4023438
790.4945502	-24.87191278	-141.5478516
801.253098	-24.39468212	-136.9335938
812.1580684	-23.72279694	-134.2089844
823.2114543	-22.92653218	-133.4179688
834.4152757	-22.24727987	-134.5166016
845.7715799	-21.80030762	-136.3623047
857.2824422	-21.46557393	-138.8671875
868.9499661	-21.29416844	-141.3720703
880.7762838	-21.24019211	-143.4814453
892.7635564	-21.23856169	-143.9208984
904.9139746	-21.24943695	-145.1953125
917.2297587	-21.2402827	-146.9970703
929.7131593	-21.17997945	-147.9638672
942.3664576	-21.12375584	-149.1064453
955.191966	-21.10420337	-150.3369141
968.1920283	-21.11026975	-150.8642578
981.36902	-21.19438526	-152.5341797
994.7253492	-21.37659525	-153.8525391
1008.263457	-21.62166825	-154.4677734
1021.985816	-21.85905852	-154.1601563
1035.894936	-22.01759948	-152.9736328
1049.993357	-21.89874088	-150.7324219
1064.283656	-21.71291972	-150.5566406
1078.768445	-21.57277501	-150.9960938
1093.45037	-21.49714768	-151.875
1108.332115	-21.49220379	-152.1386719
1123.416398	-21.51601624	-152.7978516
1138.705977	-21.57409284	-153.1054688
1154.203646	-21.61201884	-152.8417969
1169.912236	-21.56684726	-152.7099609
1185.834619	-21.51779312	-152.7978516
1201.973703	-21.49406908	-153.0175781
1218.332439	-21.49080509	-153.0615234
1234.913815	-21.4764581	-152.8417969
1251.720863	-21.41043289	-152.4462891
1268.756652	-21.29544466	-152.1826172
1286.024297	-21.13153549	-152.2705078
1303.526952	-20.95934086	-152.7978516
1321.267817	-20.80788646	-153.8085938
1339.250133	-20.70813718	-155.2148438
1357.477187	-20.68941227	-156.1816406
1375.952308	-20.7100119	-157.1923828
1394.678875	-20.85048201	-158.7744141
1413.660308	-21.13117765	-159.6533203
1432.900076	-21.42837322	-159.0380859
1452.401695	-21.44236277	-155.6542969
1472.16873	-21.20746119	-155.3027344
1492.204791	-21.06141324	-156.2255859
1512.513542	-21.05866268	-156.4013672
1533.098692	-21.14084446	-157.1044922
1553.964004	-21.21215529	-154.8193359
1575.113291	-20.86790868	-153.9404297
1596.550417	-20.45786655	-155.3466797
1618.2793	-20.32714418	-157.7636719
1640.303911	-20.3395484	-158.6425781
1662.628275	-20.6080042	-161.1035156
1685.256471	-21.0305858	-161.3232422
1708.192635	-21.20529554	-157.4560547
1731.440957	-20.98613223	-156.6650391
1755.005686	-20.81685476	-156.8847656
1778.891129	-20.71845312	-157.2363281
1803.101651	-20.64472107	-157.6318359
1827.641674	-20.60463571	-158.0273438
1852.515686	-20.58268837	-158.1591797
1877.728229	-20.51392698	-158.203125
1903.283913	-20.416078	-158.6865234
1929.187407	-20.39599863	-159.1699219
1955.443445	-20.42399083	-159.7412109
1982.056825	-20.57051931	-159.9169922
2009.03241	-20.4756836	-157.6318359
2036.37513	-20.20093157	-157.7636719
2064.089981	-20.03834307	-158.8623047
2092.182029	-19.99114259	-160.0048828
2120.656406	-19.98996586	-160.1806641
2149.518317	-20.03045849	-161.1914063
2178.773035	-20.19964571	-161.71875
2208.425907	-20.29742988	-158.2470703
2238.482352	-19.89517614	-157.2802734
2268.947861	-19.52491964	-158.3789063
2299.828003	-19.37162399	-160.0048828
2331.12842	-19.31736909	-161.0595703
2362.854833	-19.22529587	-161.6748047
2395.013039	-19.0406506	-162.5097656
2427.608915	-18.84883622	-164.4433594
2460.648417	-18.81903426	-165.7177734
2494.137583	-18.87673934	-167.5195313
2528.082533	-19.17044543	-169.4091797
2562.489471	-19.46844586	-169.4970703
2597.364683	-19.62114432	-168.7060547
2632.714544	-19.42592586	-166.9921875
2668.545512	-19.18995425	-167.9589844
2704.864136	-19.12601768	-169.5849609
2741.677052	-19.12580464	-169.6728516
2778.990989	-19.12964028	-170.9033203
2816.812764	-19.17237292	-172.2216797
2855.14929	-19.26727573	-173.1884766
2894.007571	-19.31330453	-174.1552734
2933.39471	-19.46216899	-175.6494141
2973.317904	-19.7339708	-176.1328125
3013.784448	-19.89222815	-175.8251953
3054.801737	-19.98910303	-175.6494141
3096.377268	-20.04710335	-175.4736328
3138.518637	-20.13072973	-175.8251953
3181.233546	-20.22652757	-174.9023438
3224.5298	-20.20213724	-175.2978516
3268.415312	-20.3010878	-176.3085938
3312.8981	-20.70191944	-175.8251953
3357.986295	-20.65682519	-171.4746094
3403.688136	-20.3166308	-170.2880859
3450.011973	-19.97272542	-171.8701172
3496.966274	-19.95559726	-172.5292969
3544.559617	-20.06203985	-173.9355469
3592.800701	-20.19394202	-174.1992188
3641.698341	-20.27324513	-172.7929688
3691.261472	-20.0110142	-173.5839844
3741.499153	-20.00213312	-173.9794922
3792.420563	-20.12411507	-175.0341797
3844.035008	-20.09357768	-175.3857422
3896.351921	-20.10048691	-175.6933594
3949.380861	-20.26231108	-176.5283203
4003.131519	-20.34567544	-176.4404297
4057.613718	-20.36981713	-176.9238281
4112.837414	-20.64895136	-177.3632813
4168.812699	-20.79445134	-175.7373047
4225.549802	-20.84883652	-175.3857422
4283.059091	-20.83507858	-173.0566406
4341.351075	-20.79513981	-172.3095703
4400.436406	-20.71580903	-171.2988281
4460.325883	-20.54489424	-170.6835938
4521.03045	-20.42918754	-170.4199219
4582.561199	-20.26635912	-169.9365234
4644.929375	-20.07597211	-169.9365234
4708.146375	-19.88246036	-169.9804688
4772.223753	-19.72141261	-170.7714844
4837.173216	-19.58430802	-170.7275391
4903.006635	-19.37681232	-171.4306641
4969.73604	-19.12885881	-172.1337891
5037.373625	-18.96524211	-173.7597656
5105.931751	-18.79138393	-175.3857422
5175.422945	-18.71410295	-177.1875
5245.859907	-18.75258947	-178.3300781
5317.255509	-18.9671246	-179.6484375
5389.622798	-18.99632042	-180.1757813
5462.974998	-19.03910365	-180.7910156
5537.325513	-19.05550122	-181.2744141
5612.687931	-18.9485964	-181.1425781
5689.076024	-18.74803278	-182.5488281
5766.503751	-18.67747211	-183.6914063
5844.98526	-18.57536011	-184.6582031
5924.534895	-18.20676409	-186.1962891
6005.167193	-18.01306947	-190.1953125
6086.896887	-18.01244473	-190.3710938
6169.738914	-18.16393932	-193.8427734
6253.708412	-18.09681465	-198.8525391
6338.820726	-18.24440974	-202.2802734
6425.091409	-19.08252262	-206.3232422
6512.536228	-19.70636671	-207.7294922
6601.171162	-20.69434492	-207.1582031
6691.012407	-21.11625106	-204.3896484
6782.076383	-21.03677794	-199.0283203
6874.379729	-20.73450553	-200.4345703
6967.939315	-20.73553116	-200.6103516
7062.772236	-21.00568494	-202.5439453
7158.895824	-20.90853299	-201.5771484
7256.327644	-20.94733354	-202.2802734
7355.0855	-20.63128241	-202.8076172
7455.187441	-20.51967804	-204.7412109
7556.651758	-20.67581946	-207.1582031
7659.496994	-20.69928037	-210.9375
7763.741943	-20.84468088	-213.4423828
7869.405655	-21.04146921	-215.3320313
7976.507438	-21.14048623	-219.5507813
8085.066866	-21.70001598	-225.5712891
8195.103776	-22.66433434	-228.7353516
8306.638277	-23.66164833	-230.8886719
8419.690751	-24.78748703	-225.3955078
8534.281857	-24.72597044	-225.1318359
8650.432536	-24.78830475	-226.6259766
8768.164013	-25.2609938	-229.921875
8887.497804	-26.13237577	-234.2285156
9008.455715	-27.27874689	-234.7998047
9131.05985	-28.50055928	-234.0087891
9255.332615	-29.37840667	-230.7128906
9381.296719	-30.02383447	-230.8886719
9508.975181	-31.11376484	-228.9111328
9638.391334	-32.1395419	-227.9882813
9769.568826	-33.59573407	-221.2207031
9902.531631	-34.56336929	-218.3203125
10037.30405	-36.4686375	-208.2128906
10173.9107	-36.40286016	-174.5947266
10312.37655	-34.884969	-166.6845703
10452.72691	-33.85814227	-161.6308594
10594.98743	-32.26514828	-155.1269531
10739.18409	-31.1624607	-158.5986328
10885.34326	-29.79878897	-161.3671875
11033.49164	-29.27624357	-169.5849609
11183.6563	-29.41536081	-172.3974609
11335.86469	-29.24272004	-175.5175781
11490.14461	-28.87636241	-179.4287109
11646.52427	-28.64734101	-187.9980469
11805.03224	-28.54192946	-190.5908203
11965.69749	-28.73180703	-200.4345703
12128.54938	-29.29168048	-217.1337891
12293.61766	-30.84051396	-237.65625
12460.9325	-33.96548386	-270.3955078
12630.52449	-38.85100325	-308.4521484
12802.4246	-40.57504925	-409.4384766
12976.66425	-37.92506663	-431.7626953
13153.27528	-35.35887148	-438.3984375
13332.28998	-33.92500198	-450.3515625
13513.74104	-33.19459136	-456.2841797
13697.66164	-32.37870684	-465.7763672
13884.08537	-32.37927838	-466.0400391
14073.04632	-32.64650913	-475.0488281
14264.579	-34.17940743	-480.8496094
14458.71842	-36.42000542	-479.4873047
14655.50006	-37.88295894	-435.234375
14854.95987	-35.01361217	-418.359375
15057.13431	-32.04199764	-415.5908203
15262.06033	-30.30861005	-417.9638672
15469.77537	-28.52619605	-416.4697266
15680.31738	-26.52436766	-419.8095703
15893.72485	-25.0781442	-427.0605469
16110.03678	-24.22365948	-435.7177734
16329.29268	-23.71099022	-441.8701172
16551.53264	-23.2478784	-447.6708984
16776.79726	-22.72592033	-453.6474609
17005.12771	-22.39108044	-460.5908203
17236.56571	-22.33048025	-465.3369141
17471.15356	-22.00789613	-468.1054688
17708.93412	-22.05731782	-476.0595703
17949.95085	-21.93909625	-482.34375
18194.2478	-22.09312035	-485.3759766
18441.86959	-22.29665425	-494.1210938
18692.8615	-22.56975716	-499.6582031
18947.26938	-23.02665531	-507.4365234
19205.13973	-24.00497794	-514.9511719
19466.51966	-25.02665078	-520.3564453
19731.45695	-26.28784986	-524.9267578
20000	-27.72988553	-527.6074219
