Mls.MLS Freq	Mls.Ch.1 Ampl 	Mls.Ch.1 Phase
Source 1	Data 1	Data 2
Hz	dBV	deg
636.7448138	-22.31847232	-150.8203125
645.4108438	-22.44950302	-150.6005859
654.1948176	-22.52773596	-150.0292969
663.0983403	-22.48633533	-148.8867188
672.123039	-22.36980161	-148.5791016
681.2705629	-22.21570124	-148.7109375
690.5425836	-22.0576164	-149.4140625
699.9407956	-21.91497802	-150.9082031
709.4669162	-21.86392374	-152.6220703
719.1226864	-21.86363175	-152.9296875
728.9098706	-21.94164925	-155.2587891
738.8302573	-22.17242942	-157.5439453
748.8856594	-22.49857774	-159.0820313
759.0779145	-23.01597963	-160.0488281
769.4088851	-23.63284533	-159.5214844
779.8804592	-24.24206992	-157.0605469
790.4945502	-24.67416296	-152.5341797
801.253098	-24.41855145	-141.3720703
812.1580684	-23.78474334	-137.5488281
823.2114543	-22.93126338	-135.7470703
834.4152757	-22.14494066	-136.2744141
845.7715799	-21.59831996	-137.9882813
857.2824422	-21.16604657	-140.625
868.9499661	-20.92756205	-143.4814453
880.7762838	-20.84372883	-145.9863281
892.7635564	-20.84052723	-146.5136719
904.9139746	-20.86079507	-148.0517578
917.2297587	-20.90251871	-149.765625
929.7131593	-20.83153446	-150.3369141
942.3664576	-20.72084203	-151.0839844
955.191966	-20.5977344	-152.3583984
968.1920283	-20.53494931	-154.0722656
981.36902	-20.53336252	-154.4677734
994.7253492	-20.57504925	-156.0058594
1008.263457	-20.69902502	-157.3681641
1021.985816	-20.85689373	-158.1152344
1035.894936	-20.994494	-158.2470703
1049.993357	-21.01274176	-158.1591797
1064.283656	-20.96688678	-158.6865234
1078.768445	-20.96179695	-159.0380859
1093.45037	-20.98182247	-159.6533203
1108.332115	-21.10019119	-160.5322266
1123.416398	-21.31762619	-160.7080078
1138.705977	-21.49341618	-159.8291016
1154.203646	-21.38534168	-156.6210938
1169.912236	-21.07357941	-155.8740234
1185.834619	-20.74913221	-156.4892578
1201.973703	-20.5298559	-157.9833984
1218.332439	-20.45753542	-159.7851563
1234.913815	-20.45778377	-159.9169922
1251.720863	-20.51317712	-161.3232422
1268.756652	-20.62545701	-162.1582031
1286.024297	-20.70566659	-162.2900391
1303.526952	-20.68779701	-162.1582031
1321.267817	-20.60817266	-162.3779297
1339.250133	-20.52643414	-162.9931641
1357.477187	-20.48564391	-164.0039063
1375.952308	-20.48597612	-164.0917969
1394.678875	-20.54012928	-165.1464844
1413.660308	-20.69315402	-165.8496094
1432.900076	-20.86895018	-165.5419922
1452.401695	-20.82885573	-163.3007813
1472.16873	-20.6187078	-163.0810547
1492.204791	-20.45207353	-163.9160156
1512.513542	-20.42753745	-164.5751953
1533.098692	-20.44479635	-164.9707031
1553.964004	-20.48680669	-164.53125
1575.113291	-20.30816414	-164.1796875
1596.550417	-20.08231235	-165.0585938
1618.2793	-20.00551157	-166.5087891
1640.303911	-20.01014927	-166.8603516
1662.628275	-20.12921509	-168.046875
1685.256471	-20.28760178	-168.046875
1708.192635	-20.24113011	-166.4208984
1731.440957	-20.0514473	-165.9814453
1755.005686	-19.81323865	-166.2011719
1778.891129	-19.57824614	-167.2119141
1803.101651	-19.43732761	-169.0136719
1827.641674	-19.42849914	-169.6728516
1852.515686	-19.46106178	-170.7714844
1877.728229	-19.4920431	-172.1777344
1903.283913	-19.45951192	-173.1884766
1929.187407	-19.46792877	-173.671875
1955.443445	-19.66478434	-175.3417969
1982.056825	-20.01227243	-175.2099609
2009.03241	-19.95426909	-171.4306641
2036.37513	-19.65715603	-171.2109375
2064.089981	-19.41799025	-171.6943359
2092.182029	-19.15625227	-172.7490234
2120.656406	-18.97724122	-175.2539063
2149.518317	-18.97619413	-175.5175781
2178.773035	-19.13966357	-177.890625
2208.425907	-19.4990829	-178.2421875
2238.482352	-19.3993554	-175.5175781
2268.947861	-19.14912877	-175.8251953
2299.828003	-18.93559456	-176.8798828
2331.12842	-18.82170813	-178.6816406
2362.854833	-18.82184528	-178.7695313
2395.013039	-18.95165849	-180.1757813
2427.608915	-18.66089714	-179.1210938
2460.648417	-18.31437086	-182.0654297
2494.137583	-18.30118594	-182.9443359
2528.082533	-18.46047842	-185.8447266
2562.489471	-18.82410847	-187.1191406
2597.364683	-19.04290119	-186.6796875
2632.714544	-18.89075914	-185.4052734
2668.545512	-18.644085	-186.6796875
2704.864136	-18.57416042	-188.6572266
2741.677052	-18.57442701	-188.7890625
2778.990989	-18.59183929	-190.546875
2816.812764	-18.65342853	-192.3925781
2855.14929	-18.81211342	-194.1064453
2894.007571	-18.98394562	-195.3808594
2933.39471	-19.22486488	-196.5673828
2973.317904	-19.48397288	-196.875
3013.784448	-19.67657986	-197.0507813
3054.801737	-19.93320178	-196.6992188
3096.377268	-19.85221894	-195.2490234
3138.518637	-19.85028893	-195.3808594
3181.233546	-19.97640573	-195.9521484
3224.5298	-19.90511361	-196.0400391
3268.415312	-19.92603495	-196.6113281
3312.8981	-20.3077573	-197.4023438
3357.986295	-20.3298357	-192.65625
3403.688136	-19.99451678	-192.1728516
3450.011973	-19.74403044	-193.1835938
3496.966274	-19.66750496	-194.1064453
3544.559617	-19.52439918	-194.9853516
3592.800701	-19.49841573	-195.6884766
3641.698341	-19.31591724	-196.5673828
3691.261472	-19.18173091	-198.5888672
3741.499153	-19.20735618	-199.5556641
3792.420563	-19.47391412	-201.1376953
3844.035008	-19.49041365	-202.2363281
3896.351921	-19.4920431	-202.5439453
3949.380861	-19.6090484	-204.3457031
4003.131519	-19.80202381	-205.3125
4057.613718	-19.97687567	-206.5429688
4112.837414	-20.3548332	-207.0263672
4168.812699	-20.55451571	-205.7080078
4225.549802	-20.60817266	-205.4443359
4283.059091	-20.78198217	-204.8291016
4341.351075	-20.72570719	-202.5878906
4400.436406	-20.62604781	-202.1923828
4460.325883	-20.48365093	-202.1923828
4521.03045	-20.43744268	-202.4121094
4582.561199	-20.3093034	-202.3681641
4644.929375	-20.21307624	-202.7636719
4708.146375	-20.0893713	-203.1591797
4772.223753	-19.97468284	-203.7744141
4837.173216	-19.82239023	-204.3457031
4903.006635	-19.67181436	-206.015625
4969.73604	-19.60041875	-207.1582031
5037.373625	-19.52053386	-208.6523438
5105.931751	-19.54725454	-209.53125
5175.422945	-19.60949887	-211.8164063
5245.859907	-19.63069773	-212.6513672
5317.255509	-19.87231659	-214.2773438
5389.622798	-20.09389523	-215.2880859
5462.974998	-20.38433442	-215.1123047
5537.325513	-20.41583084	-213.1787109
5612.687931	-20.24621853	-212.34375
5689.076024	-20.07327891	-212.8271484
5766.503751	-19.68452819	-214.1015625
5844.98526	-19.6687144	-214.7607422
5924.534895	-19.52752242	-217.3974609
6005.167193	-19.48708162	-219.9462891
6086.896887	-19.49374695	-220.3857422
6169.738914	-19.56038447	-222.8027344
6253.708412	-19.61107573	-224.1210938
6338.820726	-19.71776273	-226.6259766
6425.091409	-19.99263335	-227.8125
6512.536228	-20.07074489	-229.0869141
6601.171162	-20.22668879	-230.6689453
6691.012407	-20.26239202	-231.9433594
6782.076383	-20.4983599	-234.1845703
6874.379729	-20.70805198	-236.4257813
6967.939315	-20.99995549	-238.5351563
7062.772236	-21.47524807	-240.5126953
7158.895824	-21.86801264	-242.1386719
7256.327644	-22.61771316	-243.9404297
7355.0855	-23.51445853	-243.984375
7455.187441	-24.57924595	-240.8203125
7556.651758	-25.25559864	-235.3710938
7659.496994	-25.60281199	-228.1640625
7763.741943	-25.38338895	-215.2001953
7869.405655	-24.90044514	-209.0478516
7976.507438	-24.24398992	-203.3789063
8085.066866	-23.26879188	-197.9296875
8195.103776	-22.0218605	-195.1171875
8306.638277	-20.70260062	-194.4580078
8419.690751	-19.39459306	-195.6005859
8534.281857	-18.26895434	-198.7646484
8650.432536	-16.86620395	-201.9726563
8768.164013	-15.7705335	-208.6962891
8887.497804	-14.57410638	-216.2988281
9008.455715	-13.76386262	-227.7685547
9131.05985	-13.4119445	-240.2490234
9255.332615	-13.36733025	-243.7646484
9381.296719	-13.77942825	-253.5644531
9508.975181	-14.40462794	-262.4853516
9638.391334	-15.37810857	-270.6152344
9769.568826	-15.98571302	-275.3613281
9902.531631	-16.69189496	-281.6015625
10037.30405	-17.43789574	-287.1386719
10173.9107	-18.53360191	-292.8515625
10312.37655	-19.77343779	-294.1259766
10452.72691	-20.54865789	-293.90625
10594.98743	-21.27586615	-294.5654297
10739.18409	-21.62346687	-295.6640625
10885.34326	-21.17323494	-295.4003906
11033.49164	-21.31232668	-299.0917969
11183.6563	-22.04985679	-306.1669922
11335.86469	-23.01909201	-309.1992188
11490.14461	-23.74331613	-313.2421875
11646.52427	-24.60963487	-314.9560547
11805.03224	-25.01020639	-318.4716797
11965.69749	-25.53244309	-320.0097656
12128.54938	-26.34480885	-327.9638672
12293.61766	-27.21498517	-334.6435547
12460.9325	-29.23771402	-346.640625
12630.52449	-31.49768663	-358.1982422
12802.4246	-37.82942455	-362.9003906
12976.66425	-44.99939456	-280.546875
13153.27528	-41.32715973	-250.2246094
13332.28998	-38.49800364	-246.796875
13513.74104	-36.61186817	-240.8203125
13697.66164	-35.22629826	-244.6875
13884.08537	-34.62025224	-250.1367188
14073.04632	-34.6325203	-250.7958984
14264.579	-35.4792541	-253.0371094
14458.71842	-36.67349555	-246.8847656
14655.50006	-37.03248126	-220.3417969
14854.95987	-35.34300705	-207.2021484
15057.13431	-33.30379591	-203.5986328
15262.06033	-31.87498532	-201.4892578
15469.77537	-30.23570671	-199.1601563
15680.31738	-28.49794753	-199.7314453
15893.72485	-26.877667	-204.6972656
16110.03678	-25.70081239	-212.1679688
16329.29268	-25.01118518	-217.0898438
16551.53264	-23.81003581	-222.6269531
16776.79726	-22.75197112	-232.9980469
17005.12771	-22.39853002	-241.171875
17236.56571	-22.46221495	-250.4882813
17471.15356	-22.37630369	-258.9257813
17708.93412	-22.57535424	-263.7158203
17949.95085	-23.1434958	-271.8457031
18194.2478	-24.06797379	-278.4375
18441.86959	-24.25628798	-284.9414063
18692.8615	-24.25231483	-285.4248047
18947.26938	-24.40706512	-292.4121094
19205.13973	-24.72488796	-297.5097656
19466.51966	-24.9274787	-304.9804688
19731.45695	-26.02839072	-314.6484375
20000	-27.98722955	-317.4609375
