//single phase coef Number:=24,    upsample factor:=160,     downsample factor:=147
   10, -124, -152,  224, -384,  622, -967, 1469,-2240, 3579,-6662,25181,15293,-5646, 3243,-2101, 1420, -969,  654, -433,  282, -247,  -56,    6,
   10, -122, -156,  227, -388,  628, -974, 1479,-2254, 3597,-6682,24962,15567,-5711, 3275,-2121, 1432, -976,  658, -435,  283, -246,  -57,    6,
   10, -120, -159,  231, -392,  633, -982, 1489,-2266, 3614,-6700,24740,15842,-5775, 3307,-2139, 1443, -982,  662, -437,  283, -244,  -59,    6,
    9, -118, -162,  234, -396,  639, -988, 1498,-2278, 3629,-6715,24516,16115,-5837, 3337,-2157, 1454, -989,  665, -438,  283, -243,  -60,    6,
    9, -116, -166,  237, -400,  644, -995, 1506,-2289, 3642,-6728,24290,16388,-5898, 3366,-2174, 1465, -995,  669, -440,  283, -241,  -62,    6,
    9, -114, -169,  240, -404,  648,-1001, 1514,-2298, 3654,-6737,24061,16661,-5957, 3395,-2190, 1474,-1001,  672, -441,  284, -240,  -64,    6,
    9, -112, -172,  243, -408,  653,-1006, 1521,-2307, 3665,-6744,23830,16933,-6014, 3422,-2206, 1484,-1006,  674, -442,  284, -238,  -65,    7,
    9, -111, -175,  246, -411,  657,-1012, 1527,-2315, 3674,-6749,23596,17204,-6069, 3447,-2220, 1492,-1011,  677, -443,  283, -236,  -67,    7,
    9, -109, -178,  249, -415,  661,-1016, 1533,-2322, 3682,-6750,23361,17475,-6122, 3472,-2234, 1501,-1016,  679, -444,  283, -235,  -68,    7,
    9, -107, -181,  251, -418,  665,-1021, 1538,-2328, 3688,-6749,23123,17745,-6173, 3496,-2248, 1508,-1020,  681, -444,  283, -233,  -70,    7,
    9, -105, -184,  254, -421,  668,-1025, 1542,-2333, 3693,-6746,22884,18014,-6223, 3518,-2260, 1515,-1024,  683, -444,  282, -231,  -71,    7,
    9, -103, -187,  256, -423,  671,-1028, 1546,-2337, 3696,-6740,22642,18282,-6270, 3539,-2271, 1522,-1027,  684, -445,  282, -229,  -73,    7,
    9, -101, -190,  259, -426,  674,-1031, 1550,-2341, 3698,-6731,22398,18549,-6316, 3559,-2282, 1528,-1030,  686, -445,  281, -227,  -75,    7,
    9,  -99, -193,  261, -428,  677,-1034, 1552,-2343, 3698,-6720,22153,18815,-6359, 3577,-2292, 1533,-1033,  687, -445,  280, -225,  -76,    7,
    9,  -97, -196,  263, -431,  679,-1036, 1554,-2344, 3697,-6706,21905,19080,-6400, 3595,-2301, 1538,-1036,  688, -444,  280, -223,  -78,    7,
    8,  -96, -198,  265, -433,  681,-1038, 1556,-2345, 3695,-6690,21656,19344,-6439, 3611,-2310, 1543,-1038,  688, -444,  279, -221,  -80,    8,
    8,  -94, -201,  267, -435,  683,-1040, 1557,-2344, 3691,-6672,21405,19606,-6476, 3625,-2317, 1547,-1039,  688, -443,  277, -218,  -81,    8,
    8,  -92, -204,  269, -436,  685,-1041, 1557,-2343, 3686,-6651,21153,19867,-6511, 3639,-2323, 1550,-1041,  688, -443,  276, -216,  -83,    8,
    8,  -90, -206,  271, -438,  686,-1042, 1557,-2341, 3679,-6627,20899,20127,-6543, 3651,-2329, 1552,-1041,  688, -442,  275, -214,  -85,    8,
    8,  -88, -209,  272, -439,  687,-1042, 1556,-2338, 3671,-6602,20643,20386,-6574, 3662,-2334, 1554,-1042,  688, -441,  274, -211,  -87,    8,
    8,  -87, -211,  274, -441,  688,-1042, 1554,-2334, 3662,-6574,20386,20643,-6602, 3671,-2338, 1556,-1042,  687, -439,  272, -209,  -88,    8,
    8,  -85, -214,  275, -442,  688,-1041, 1552,-2329, 3651,-6543,20127,20899,-6627, 3679,-2341, 1557,-1042,  686, -438,  271, -206,  -90,    8,
    8,  -83, -216,  276, -443,  688,-1041, 1550,-2323, 3639,-6511,19867,21153,-6651, 3686,-2343, 1557,-1041,  685, -436,  269, -204,  -92,    8,
    8,  -81, -218,  277, -443,  688,-1039, 1547,-2317, 3625,-6476,19606,21405,-6672, 3691,-2344, 1557,-1040,  683, -435,  267, -201,  -94,    8,
    8,  -80, -221,  279, -444,  688,-1038, 1543,-2310, 3611,-6439,19344,21656,-6690, 3695,-2345, 1556,-1038,  681, -433,  265, -198,  -96,    8,
    7,  -78, -223,  280, -444,  688,-1036, 1538,-2301, 3595,-6400,19080,21905,-6706, 3697,-2344, 1554,-1036,  679, -431,  263, -196,  -97,    9,
    7,  -76, -225,  280, -445,  687,-1033, 1533,-2292, 3577,-6359,18815,22153,-6720, 3698,-2343, 1552,-1034,  677, -428,  261, -193,  -99,    9,
    7,  -75, -227,  281, -445,  686,-1030, 1528,-2282, 3559,-6316,18549,22398,-6731, 3698,-2341, 1550,-1031,  674, -426,  259, -190, -101,    9,
    7,  -73, -229,  282, -445,  684,-1027, 1522,-2271, 3539,-6270,18282,22642,-6740, 3696,-2337, 1546,-1028,  671, -423,  256, -187, -103,    9,
    7,  -71, -231,  282, -444,  683,-1024, 1515,-2260, 3518,-6223,18014,22884,-6746, 3693,-2333, 1542,-1025,  668, -421,  254, -184, -105,    9,
    7,  -70, -233,  283, -444,  681,-1020, 1508,-2248, 3496,-6173,17745,23123,-6749, 3688,-2328, 1538,-1021,  665, -418,  251, -181, -107,    9,
    7,  -68, -235,  283, -444,  679,-1016, 1501,-2234, 3472,-6122,17475,23361,-6750, 3682,-2322, 1533,-1016,  661, -415,  249, -178, -109,    9,
    7,  -67, -236,  283, -443,  677,-1011, 1492,-2220, 3447,-6069,17204,23596,-6749, 3674,-2315, 1527,-1012,  657, -411,  246, -175, -111,    9,
    7,  -65, -238,  284, -442,  674,-1006, 1484,-2206, 3422,-6014,16933,23830,-6744, 3665,-2307, 1521,-1006,  653, -408,  243, -172, -112,    9,
    6,  -64, -240,  284, -441,  672,-1001, 1474,-2190, 3395,-5957,16661,24061,-6737, 3654,-2298, 1514,-1001,  648, -404,  240, -169, -114,    9,
    6,  -62, -241,  283, -440,  669, -995, 1465,-2174, 3366,-5898,16388,24290,-6728, 3642,-2289, 1506, -995,  644, -400,  237, -166, -116,    9,
    6,  -60, -243,  283, -438,  665, -989, 1454,-2157, 3337,-5837,16115,24516,-6715, 3629,-2278, 1498, -988,  639, -396,  234, -162, -118,    9,
    6,  -59, -244,  283, -437,  662, -982, 1443,-2139, 3307,-5775,15842,24740,-6700, 3614,-2266, 1489, -982,  633, -392,  231, -159, -120,   10,
    6,  -57, -246,  283, -435,  658, -976, 1432,-2121, 3275,-5711,15567,24962,-6682, 3597,-2254, 1479, -974,  628, -388,  227, -156, -122,   10,
    6,  -56, -247,  282, -433,  654, -969, 1420,-2101, 3243,-5646,15293,25181,-6662, 3579,-2240, 1469, -967,  622, -384,  224, -152, -124,   10,
    6,  -55, -248,  282, -431,  650, -961, 1408,-2082, 3209,-5578,15018,25398,-6638, 3559,-2226, 1459, -959,  616, -379,  220, -149, -126,   10,
    6,  -53, -250,  281, -429,  646, -954, 1395,-2061, 3174,-5509,14743,25612,-6612, 3538,-2211, 1447, -950,  610, -374,  217, -145, -128,   10,
    5,  -52, -251,  280, -427,  641, -946, 1382,-2040, 3139,-5439,14468,25824,-6583, 3516,-2194, 1436, -942,  603, -369,  213, -142, -130,   10,
    5,  -50, -252,  279, -425,  637, -937, 1369,-2018, 3102,-5367,14192,26033,-6551, 3492,-2177, 1423, -932,  596, -364,  209, -138, -132,   10,
    5,  -49, -253,  278, -422,  632, -929, 1354,-1995, 3064,-5294,13916,26239,-6516, 3466,-2159, 1410, -923,  589, -359,  205, -134, -134,   10,
    5,  -48, -254,  277, -420,  626, -920, 1340,-1972, 3026,-5219,13641,26443,-6479, 3439,-2140, 1396, -913,  582, -353,  201, -131, -136,   10,
    5,  -46, -255,  276, -417,  621, -910, 1325,-1948, 2986,-5143,13365,26643,-6438, 3410,-2120, 1382, -902,  574, -348,  197, -127, -138,   10,
    5,  -45, -256,  275, -414,  615, -901, 1309,-1923, 2946,-5065,13090,26841,-6394, 3380,-2099, 1367, -891,  566, -342,  192, -123, -140,   10,
    5,  -44, -257,  274, -411,  610, -891, 1294,-1898, 2904,-4986,12814,27036,-6348, 3348,-2077, 1351, -880,  558, -336,  188, -119, -142,   10,
    5,  -42, -258,  272, -408,  604, -881, 1277,-1873, 2862,-4906,12539,27228,-6299, 3315,-2054, 1335, -869,  550, -330,  184, -115, -144,   10,
    5,  -41, -259,  271, -404,  597, -870, 1261,-1846, 2819,-4825,12264,27417,-6246, 3281,-2031, 1318, -857,  541, -324,  179, -111, -146,   10,
    5,  -40, -259,  269, -401,  591, -860, 1244,-1819, 2775,-4742,11989,27603,-6191, 3244,-2006, 1301, -844,  532, -317,  175, -108, -148,   10,
    4,  -38, -260,  267, -397,  585, -849, 1226,-1792, 2730,-4659,11715,27785,-6133, 3207,-1980, 1283, -831,  523, -311,  170, -104, -150,   10,
    4,  -37, -261,  266, -393,  578, -837, 1208,-1764, 2685,-4574,11441,27965,-6072, 3168,-1954, 1265, -818,  513, -304,  165, -100, -152,   10,
    4,  -36, -261,  264, -390,  571, -826, 1190,-1735, 2639,-4488,11168,28142,-6007, 3127,-1927, 1246, -805,  504, -297,  160,  -95, -154,   10,
    4,  -35, -262,  262, -386,  564, -814, 1172,-1706, 2592,-4401,10895,28315,-5940, 3085,-1899, 1226, -791,  494, -290,  155,  -91, -156,   10,
    4,  -34, -262,  260, -382,  556, -802, 1153,-1677, 2544,-4313,10623,28485,-5870, 3041,-1869, 1206, -777,  484, -283,  150,  -87, -158,   10,
    4,  -32, -262,  258, -377,  549, -790, 1133,-1647, 2496,-4224,10351,28652,-5796, 2996,-1839, 1185, -762,  473, -276,  145,  -83, -160,   10,
    4,  -31, -263,  255, -373,  541, -778, 1114,-1616, 2446,-4134,10080,28815,-5720, 2950,-1809, 1164, -747,  463, -268,  140,  -79, -162,   10,
    4,  -30, -263,  253, -369,  534, -765, 1094,-1585, 2397,-4043, 9810,28975,-5641, 2902,-1777, 1142, -732,  452, -261,  135,  -75, -164,   10,
    4,  -29, -263,  251, -364,  526, -752, 1074,-1554, 2346,-3952, 9541,29132,-5558, 2852,-1744, 1119, -716,  441, -253,  129,  -70, -166,   10,
    4,  -28, -263,  248, -359,  518, -739, 1053,-1522, 2295,-3859, 9272,29285,-5473, 2802,-1711, 1096, -700,  430, -245,  124,  -66, -168,   10,
    3,  -27, -264,  246, -355,  509, -725, 1032,-1490, 2244,-3766, 9004,29435,-5384, 2749,-1677, 1073, -683,  418, -237,  118,  -62, -170,   10,
    3,  -26, -264,  243, -350,  501, -712, 1011,-1457, 2192,-3673, 8738,29582,-5293, 2696,-1642, 1049, -667,  407, -229,  113,  -58, -172,   10,
    3,  -25, -264,  241, -345,  492, -698,  990,-1424, 2139,-3578, 8472,29724,-5198, 2641,-1606, 1024, -650,  395, -221,  107,  -53, -174,   10,
    3,  -24, -264,  238, -340,  484, -684,  968,-1391, 2086,-3483, 8208,29864,-5101, 2584,-1569,  999, -632,  383, -213,  101,  -49, -176,   10,
    3,  -23, -264,  235, -335,  475, -670,  946,-1357, 2032,-3387, 7944,29999,-5000, 2526,-1531,  974, -614,  370, -204,   96,  -44, -178,    9,
    3,  -22, -263,  232, -329,  466, -656,  924,-1323, 1978,-3291, 7682,30131,-4896, 2467,-1493,  948, -596,  358, -196,   90,  -40, -180,    9,
    3,  -21, -263,  229, -324,  457, -641,  901,-1288, 1923,-3194, 7421,30259,-4789, 2406,-1454,  921, -578,  345, -187,   84,  -35, -182,    9,
    3,  -20, -263,  226, -319,  448, -627,  879,-1253, 1868,-3097, 7161,30384,-4679, 2345,-1414,  894, -559,  332, -178,   78,  -31, -184,    9,
    3,  -19, -263,  223, -313,  439, -612,  856,-1218, 1813,-2999, 6903,30505,-4566, 2281,-1373,  866, -540,  319, -169,   72,  -27, -186,    9,
    3,  -18, -263,  220, -308,  429, -597,  833,-1183, 1757,-2901, 6646,30622,-4450, 2217,-1332,  838, -521,  306, -160,   66,  -22, -188,    9,
    3,  -17, -262,  217, -302,  420, -582,  809,-1147, 1701,-2802, 6390,30735,-4332, 2151,-1290,  810, -501,  292, -151,   60,  -18, -190,    9,
    2,  -16, -262,  213, -296,  410, -566,  786,-1111, 1644,-2703, 6136,30845,-4209, 2084,-1247,  781, -481,  279, -142,   53,  -13, -192,    9,
    2,  -16, -261,  210, -290,  400, -551,  762,-1075, 1587,-2604, 5883,30951,-4084, 2015,-1203,  751, -461,  265, -132,   47,   -8, -194,    8,
    2,  -15, -261,  207, -284,  391, -535,  738,-1039, 1530,-2505, 5632,31052,-3956, 1946,-1159,  722, -441,  251, -123,   41,   -4, -196,    8,
    2,  -14, -260,  203, -278,  381, -520,  714,-1002, 1473,-2405, 5383,31150,-3825, 1875,-1114,  691, -420,  237, -113,   34,    1, -198,    8,
    2,  -13, -260,  200, -272,  371, -504,  690, -965, 1415,-2306, 5135,31244,-3691, 1803,-1068,  661, -399,  222, -104,   28,    5, -199,    8,
    2,  -12, -259,  196, -266,  361, -488,  666, -928, 1357,-2206, 4889,31335,-3554, 1729,-1022,  630, -378,  208,  -94,   22,   10, -201,    8,
    2,  -12, -259,  192, -260,  350, -472,  641, -891, 1299,-2106, 4644,31421,-3414, 1655, -975,  598, -356,  193,  -84,   15,   15, -203,    8,
    2,  -11, -258,  189, -254,  340, -456,  617, -854, 1241,-2006, 4402,31503,-3271, 1579, -927,  566, -335,  178,  -74,    8,   19, -205,    7,
    2,  -10, -257,  185, -248,  330, -440,  592, -816, 1183,-1906, 4161,31581,-3125, 1502, -879,  534, -313,  163,  -64,    2,   24, -207,    7,
    2,   -9, -256,  181, -241,  319, -424,  567, -779, 1125,-1806, 3922,31655,-2976, 1425, -830,  501, -290,  148,  -54,   -5,   28, -209,    7,
    2,   -9, -255,  177, -235,  309, -407,  542, -741, 1066,-1706, 3685,31726,-2824, 1346, -781,  468, -268,  133,  -44,  -11,   33, -210,    7,
    2,   -8, -255,  173, -228,  299, -391,  517, -703, 1007,-1606, 3450,31792,-2670, 1265, -731,  435, -245,  118,  -34,  -18,   38, -212,    6,
    2,   -7, -254,  170, -222,  288, -374,  492, -666,  949,-1506, 3217,31854,-2512, 1184, -680,  401, -223,  102,  -23,  -25,   42, -214,    6,
    2,   -7, -253,  166, -215,  277, -358,  467, -628,  890,-1406, 2986,31912,-2352, 1102, -629,  367, -199,   87,  -13,  -32,   47, -216,    6,
    1,   -6, -252,  162, -209,  267, -341,  442, -590,  831,-1307, 2757,31966,-2188, 1019, -577,  333, -176,   71,   -2,  -38,   51, -217,    6,
    1,   -5, -251,  158, -202,  256, -325,  417, -552,  773,-1208, 2530,32015,-2022,  935, -525,  298, -153,   55,    8,  -45,   56, -219,    5,
    1,   -5, -250,  153, -196,  245, -308,  392, -514,  714,-1109, 2306,32061,-1853,  850, -473,  264, -129,   39,   19,  -52,   61, -221,    5,
    1,   -4, -249,  149, -189,  235, -291,  366, -476,  655,-1010, 2083,32103,-1681,  764, -420,  228, -105,   23,   29,  -59,   65, -222,    5,
    1,   -3, -248,  145, -182,  224, -275,  341, -438,  597, -912, 1863,32140,-1507,  677, -366,  193,  -82,    7,   40,  -66,   70, -224,    4,
    1,   -3, -246,  141, -175,  213, -258,  316, -400,  538, -814, 1645,32174,-1329,  589, -312,  157,  -57,   -9,   50,  -72,   74, -226,    4,
    1,   -2, -245,  137, -169,  202, -241,  290, -362,  480, -716, 1430,32203,-1149,  501, -257,  121,  -33,  -25,   61,  -79,   79, -227,    4,
    1,   -2, -244,  132, -162,  191, -224,  265, -324,  422, -619, 1216,32228, -966,  411, -203,   85,   -9,  -42,   72,  -86,   84, -229,    3,
    1,   -1, -243,  128, -155,  180, -208,  240, -286,  364, -523, 1006,32249, -781,  321, -147,   49,   16,  -58,   83,  -93,   88, -230,    3,
    1,   -1, -242,  124, -148,  170, -191,  215, -248,  306, -427,  797,32265, -593,  230,  -92,   12,   40,  -74,   93, -100,   93, -232,    2,
    1,    0, -240,  119, -141,  159, -174,  190, -211,  248, -331,  591,32278, -402,  138,  -36,  -25,   65,  -91,  104, -107,   97, -233,    2,
    1,    0, -239,  115, -135,  148, -157,  165, -173,  191, -236,  387,32286, -208,   46,   20,  -61,   90, -107,  115, -114,  102, -235,    2,
    9,    1, -238,  111, -128,  137, -141,  139, -136,  134, -141,  186,32290,  -12,  -48,   77,  -99,  115, -124,  126, -121,  106, -236,    1,
