//single phase coef Number:=28,    upsample factor:=160,     downsample factor:=147
    1,  -59, -214,  189, -240,  320, -423,  555, -725,  952,-1276, 1792,-2804, 6069,30786,-3948, 1910,-1130,  708, -442,  263, -139,   55,    0,  -32,   57, -205,  -17,
    1,  -58, -215,  187, -237,  315, -415,  543, -707,  926,-1238, 1734,-2705, 5819,30886,-3817, 1837,-1082,  674, -417,  245, -126,   46,    6,  -36,   60, -205,  -18,
    1,  -57, -216,  186, -234,  310, -407,  531, -689,  900,-1200, 1676,-2605, 5571,30982,-3683, 1763,-1033,  640, -393,  227, -113,   36,   13,  -41,   64, -206,  -18,
    1,  -56, -216,  184, -231,  304, -399,  518, -671,  874,-1161, 1617,-2506, 5324,31074,-3546, 1687, -984,  605, -367,  208, -100,   27,   19,  -46,   67, -207,  -19,
    1,  -55, -217,  183, -228,  299, -391,  506, -653,  847,-1123, 1559,-2406, 5079,31162,-3406, 1610, -933,  569, -342,  190,  -86,   17,   26,  -50,   70, -208,  -19,
    1,  -54, -217,  181, -224,  294, -382,  493, -634,  821,-1084, 1499,-2305, 4835,31247,-3264, 1533, -882,  534, -316,  171,  -73,    8,   33,  -55,   73, -209,  -20,
    1,  -52, -218,  179, -221,  288, -374,  481, -616,  794,-1045, 1440,-2205, 4593,31327,-3118, 1454, -831,  498, -290,  152,  -59,   -2,   39,  -59,   77, -210,  -21,
    1,  -51, -218,  177, -218,  283, -365,  468, -597,  767,-1005, 1381,-2105, 4353,31404,-2970, 1374, -779,  461, -264,  134,  -46,  -12,   46,  -64,   80, -211,  -21,
    1,  -50, -219,  175, -214,  277, -357,  455, -578,  740, -966, 1321,-2004, 4115,31477,-2818, 1293, -726,  425, -238,  115,  -32,  -21,   53,  -68,   83, -211,  -22,
    1,  -49, -219,  174, -211,  272, -348,  442, -559,  712, -926, 1261,-1904, 3878,31545,-2664, 1210, -673,  388, -211,   95,  -18,  -31,   59,  -73,   86, -212,  -22,
    1,  -48, -219,  172, -207,  266, -339,  428, -540,  685, -886, 1201,-1803, 3644,31610,-2507, 1127, -620,  351, -185,   76,   -5,  -41,   66,  -78,   89, -213,  -23,
    1,  -47, -220,  170, -204,  260, -330,  415, -521,  657, -846, 1141,-1703, 3411,31671,-2347, 1043, -565,  313, -158,   57,    9,  -50,   73,  -82,   93, -213,  -24,
    1,  -46, -220,  167, -200,  254, -321,  402, -501,  629, -806, 1080,-1602, 3180,31728,-2185,  958, -511,  275, -131,   37,   23,  -60,   80,  -87,   96, -214,  -24,
    1,  -45, -220,  165, -197,  248, -312,  388, -482,  601, -766, 1020,-1502, 2951,31780,-2019,  872, -456,  237, -104,   18,   37,  -70,   86,  -91,   99, -215,  -25,
    1,  -44, -220,  163, -193,  242, -303,  375, -462,  573, -725,  959,-1402, 2725,31829,-1851,  785, -400,  198,  -76,   -2,   51,  -80,   93,  -96,  102, -215,  -26,
    1,  -44, -220,  161, -189,  236, -294,  361, -442,  545, -685,  899,-1302, 2500,31874,-1680,  697, -344,  160,  -49,  -22,   65,  -90,  100, -100,  105, -216,  -26,
    1,  -43, -221,  159, -185,  230, -284,  347, -423,  517, -644,  838,-1202, 2277,31915,-1506,  609, -287,  121,  -21,  -41,   79, -100,  107, -105,  108, -216,  -27,
    1,  -42, -221,  156, -181,  224, -275,  334, -403,  489, -604,  778,-1103, 2057,31951,-1330,  519, -231,   82,    7,  -61,   94, -109,  113, -109,  111, -217,  -28,
    1,  -41, -221,  154, -177,  218, -265,  320, -383,  460, -563,  717,-1003, 1839,31984,-1151,  429, -173,   42,   35,  -81,  108, -119,  120, -114,  114, -217,  -29,
    1,  -40, -221,  152, -173,  212, -256,  306, -363,  432, -522,  657, -905, 1623,32013, -969,  338, -116,    3,   63, -101,  122, -129,  127, -118,  117, -218,  -29,
    1,  -39, -221,  149, -169,  205, -246,  292, -343,  403, -482,  596, -806, 1409,32037, -785,  246,  -58,  -37,   91, -121,  136, -139,  133, -123,  120, -218,  -30,
    1,  -38, -221,  147, -165,  199, -237,  278, -323,  375, -441,  536, -708, 1197,32058, -598,  153,    1,  -77,  119, -141,  150, -149,  140, -127,  123, -219,  -31,
    1,  -37, -221,  144, -161,  192, -227,  264, -303,  346, -400,  476, -610,  988,32074, -409,   60,   59, -117,  147, -162,  165, -159,  147, -131,  125, -219,  -32,
    1,  -36, -220,  142, -157,  186, -218,  250, -283,  318, -359,  416, -513,  781,32086, -216,  -34,  118, -157,  176, -182,  179, -169,  153, -136,  128, -219,  -32,
    1,  -36, -220,  139, -153,  180, -208,  235, -262,  289, -319,  356, -416,  577,32094,  -22, -129,  177, -197,  204, -202,  193, -178,  160, -140,  131, -220,  -33,
    8,  -35, -220,  136, -149,  173, -198,  221, -242,  261, -278,  296, -320,  375,32098,  175, -224,  236, -238,  232, -222,  207, -188,  166, -144,  134, -220,  -34,
